Record,Date/Time,10,Tamb(C),Rh(%),Pres(hPa),Tir(¡æ),Rain,Vint(cm),Lqint(mm),CloudBase(km),0.000km,0.050km,0.100km,0.150km,0.200km,0.250km,0.300km,0.350km,0.400km,0.450km,0.500km,0.600km,0.700km,0.800km,0.900km,1.000km,1.100km,1.200km,1.300km,1.400km,1.500km,1.600km,1.700km,1.800km,1.900km,2.000km,2.250km,2.500km,2.750km,3.000km,3.250km,3.500km,3.750km,4.000km,4.250km,4.500km,4.750km,5.000km,5.250km,5.500km,5.750km,6.000km,6.250km,6.500km,6.750km,7.000km,7.250km,7.500km,7.750km,8.000km,8.250km,8.500km,8.750km,9.000km,9.250km,9.500km,9.750km,10.000km,VIS,MIN,ÎÂ¶È²î
1126,2018-08-02 18:14:08,11,29.600,71.900,999.000,10.91,0,6.024,0.088,3.478,29.600,29.270,28.949,28.584,28.254,27.972,27.735,27.475,27.189,26.935,26.601,26.183,25.673,25.247,24.820,24.356,23.747,23.218,22.701,22.234,21.686,21.092,20.495,19.918,19.402,18.572,17.406,16.070,14.712,13.387,12.025,10.800,9.451,7.995,6.522,5.017,3.593,2.250,0.994,-0.361,-1.684,-2.994,-4.353,-5.804,-7.272,-8.667,-9.765,-10.971,-12.226,-13.480,-14.882,-16.392,-17.859,-19.304,-20.887,-22.513,-24.191,-25.968,10000,10000,-5.184999999999999
1130,2018-08-02 18:18:01,11,29.500,72.900,999.100,16.73,0,6.068,0.134,2.191,29.500,29.119,28.765,28.386,28.046,27.743,27.484,27.203,26.897,26.621,26.261,25.791,25.232,24.744,24.270,23.759,23.119,22.528,21.949,21.444,20.856,20.253,19.618,19.010,18.469,17.640,16.450,15.096,13.814,12.546,11.247,10.022,8.715,7.287,5.882,4.415,3.044,1.717,0.464,-0.876,-2.153,-3.415,-4.754,-6.213,-7.674,-9.062,-10.160,-11.373,-12.614,-13.878,-15.243,-16.705,-18.138,-19.574,-21.119,-22.697,-24.324,-26.068,10000,10000,-5.094000000000001
1134,2018-08-02 18:21:54,11,29.500,73.500,999.200,13.54,0,6.078,0.092,2.812,29.500,29.051,28.673,28.267,27.890,27.572,27.299,27.007,26.663,26.374,25.982,25.491,24.911,24.435,23.947,23.436,22.785,22.204,21.625,21.147,20.594,20.000,19.387,18.802,18.298,17.515,16.406,15.122,13.842,12.627,11.379,10.230,8.956,7.557,6.144,4.676,3.295,1.973,0.725,-0.635,-1.936,-3.223,-4.580,-6.029,-7.470,-8.861,-9.965,-11.135,-12.335,-13.588,-14.977,-16.443,-17.838,-19.200,-20.678,-22.255,-23.918,-25.612,10000,10000,-4.888
1138,2018-08-02 18:25:46,11,29.400,73.400,999.300,18.01,0,6.144,0.119,1.974,29.400,29.090,28.773,28.425,28.115,27.839,27.595,27.329,27.050,26.802,26.467,26.027,25.490,25.008,24.546,24.034,23.399,22.811,22.242,21.718,21.105,20.494,19.844,19.225,18.654,17.786,16.523,15.115,13.815,12.497,11.128,9.831,8.483,7.026,5.613,4.130,2.731,1.381,0.135,-1.200,-2.480,-3.760,-5.099,-6.607,-8.103,-9.526,-10.619,-11.889,-13.180,-14.465,-15.841,-17.326,-18.817,-20.305,-21.909,-23.502,-25.129,-26.893,10000,10000,-5.2890000000000015
1142,2018-08-02 18:29:40,11,29.500,73.800,999.300,13.87,0,6.145,0.126,2.729,29.500,29.008,28.613,28.199,27.802,27.476,27.188,26.886,26.517,26.221,25.812,25.310,24.712,24.223,23.722,23.211,22.564,21.978,21.399,20.940,20.394,19.806,19.191,18.616,18.118,17.359,16.266,15.008,13.766,12.580,11.341,10.194,8.942,7.565,6.178,4.707,3.324,1.998,0.769,-0.576,-1.845,-3.118,-4.479,-5.929,-7.344,-8.722,-9.816,-10.973,-12.154,-13.408,-14.807,-16.256,-17.631,-18.958,-20.425,-21.997,-23.679,-25.341,10000,10000,-4.779000000000002
1146,2018-08-02 18:33:33,11,29.400,74.000,999.300,15.7,0,6.117,0.109,2.386,29.400,28.962,28.582,28.180,27.812,27.493,27.219,26.925,26.592,26.305,25.927,25.437,24.865,24.386,23.904,23.403,22.770,22.196,21.622,21.146,20.596,20.012,19.399,18.808,18.297,17.518,16.402,15.109,13.836,12.624,11.382,10.215,8.928,7.534,6.146,4.690,3.317,2.001,0.756,-0.593,-1.871,-3.132,-4.476,-5.908,-7.337,-8.710,-9.816,-10.981,-12.175,-13.416,-14.790,-16.253,-17.651,-19.019,-20.503,-22.074,-23.725,-25.428,10000,10000,-4.894
1150,2018-08-02 18:37:26,11,29.400,73.200,999.200,14.27,0,6.160,0.155,2.770,29.400,29.097,28.777,28.430,28.120,27.836,27.586,27.323,27.050,26.805,26.490,26.064,25.555,25.096,24.670,24.204,23.629,23.083,22.554,22.066,21.494,20.913,20.294,19.690,19.144,18.305,17.074,15.683,14.377,13.050,11.680,10.383,9.027,7.572,6.159,4.676,3.283,1.941,0.693,-0.617,-1.861,-3.100,-4.428,-5.881,-7.349,-8.727,-9.806,-11.032,-12.290,-13.558,-14.937,-16.416,-17.880,-19.369,-21.006,-22.620,-24.264,-26.068,10000,10000,-5.254999999999999
1154,2018-08-02 18:41:19,11,29.300,74.200,999.300,13.89,0,6.058,0.119,2.517,29.300,28.722,28.268,27.813,27.394,27.025,26.711,26.376,25.984,25.646,25.201,24.618,23.961,23.421,22.873,22.310,21.620,20.977,20.332,19.838,19.282,18.688,18.061,17.462,16.973,16.240,15.197,13.972,12.793,11.699,10.595,9.532,8.335,7.006,5.667,4.255,2.944,1.660,0.403,-0.953,-2.215,-3.448,-4.785,-6.196,-7.606,-8.969,-10.084,-11.205,-12.345,-13.589,-14.942,-16.350,-17.668,-18.965,-20.342,-21.856,-23.474,-25.109,10000,10000,-4.540999999999999
1158,2018-08-02 18:45:12,11,29.500,73.700,999.500,12.15,0,6.143,0.075,3.135,29.500,29.108,28.753,28.369,28.014,27.710,27.447,27.166,26.844,26.573,26.206,25.743,25.191,24.729,24.259,23.763,23.134,22.569,22.009,21.529,20.973,20.382,19.772,19.182,18.662,17.861,16.715,15.396,14.097,12.846,11.553,10.347,9.033,7.616,6.202,4.726,3.325,1.989,0.736,-0.615,-1.907,-3.192,-4.550,-6.002,-7.452,-8.843,-9.953,-11.141,-12.362,-13.617,-15.012,-16.496,-17.928,-19.326,-20.844,-22.434,-24.101,-25.823,10000,10000,-5.015000000000001
1162,2018-08-02 18:49:06,11,29.300,73.800,999.400,11.78,0,6.097,0.097,2.925,29.300,28.853,28.465,28.065,27.707,27.384,27.109,26.805,26.471,26.171,25.767,25.233,24.605,24.062,23.517,22.928,22.204,21.538,20.883,20.325,19.692,19.062,18.388,17.750,17.185,16.359,15.172,13.832,12.605,11.425,10.219,9.043,7.776,6.387,5.034,3.604,2.260,0.944,-0.312,-1.668,-2.962,-4.236,-5.577,-7.060,-8.535,-9.950,-11.075,-12.298,-13.533,-14.794,-16.139,-17.586,-19.005,-20.398,-21.845,-23.364,-24.940,-26.613,10000,10000,-4.934000000000001
1166,2018-08-02 18:52:59,11,29.300,74.400,999.500,11.58,0,6.188,0.086,3.173,29.300,28.890,28.524,28.133,27.779,27.472,27.204,26.914,26.590,26.316,25.945,25.464,24.896,24.415,23.932,23.422,22.787,22.204,21.629,21.138,20.570,19.977,19.355,18.755,18.227,17.427,16.274,14.954,13.688,12.460,11.187,9.985,8.687,7.287,5.901,4.442,3.060,1.731,0.483,-0.862,-2.137,-3.406,-4.753,-6.212,-7.660,-9.054,-10.160,-11.359,-12.582,-13.843,-15.222,-16.693,-18.122,-19.521,-21.030,-22.604,-24.256,-25.968,10000,10000,-4.966999999999999
1170,2018-08-02 18:56:52,11,29.200,74.800,999.500,10.41,0,6.232,0.094,3.401,29.200,28.806,28.442,28.052,27.709,27.396,27.130,26.840,26.531,26.257,25.897,25.409,24.846,24.365,23.889,23.378,22.748,22.165,21.586,21.085,20.518,19.926,19.306,18.697,18.170,17.368,16.216,14.884,13.608,12.380,11.129,9.939,8.636,7.233,5.845,4.398,3.034,1.715,0.452,-0.892,-2.171,-3.431,-4.768,-6.209,-7.671,-9.064,-10.180,-11.373,-12.589,-13.844,-15.213,-16.689,-18.108,-19.520,-21.023,-22.593,-24.215,-25.952,10000,10000,-4.987999999999998
1174,2018-08-02 19:00:44,11,29.200,74.600,999.400,22.19,0,6.358,0.179,1.408,29.200,28.946,28.654,28.332,28.046,27.786,27.542,27.290,27.034,26.817,26.524,26.122,25.631,25.179,24.769,24.314,23.765,23.230,22.719,22.235,21.651,21.072,20.446,19.840,19.274,18.417,17.131,15.704,14.407,13.049,11.616,10.251,8.876,7.409,6.004,4.506,3.088,1.726,0.492,-0.793,-2.007,-3.242,-4.572,-6.064,-7.543,-8.940,-10.008,-11.279,-12.569,-13.862,-15.260,-16.752,-18.257,-19.784,-21.484,-23.111,-24.769,-26.598,10000,10000,-5.368000000000002
1178,2018-08-02 19:04:38,11,29.100,75.000,999.200,11.77,0,6.222,0.101,3.126,29.100,28.705,28.347,27.961,27.622,27.320,27.058,26.775,26.467,26.204,25.847,25.367,24.805,24.329,23.867,23.368,22.745,22.173,21.608,21.119,20.552,19.960,19.340,18.738,18.210,17.405,16.248,14.924,13.651,12.411,11.135,9.942,8.650,7.243,5.846,4.386,3.014,1.691,0.446,-0.887,-2.157,-3.422,-4.767,-6.233,-7.695,-9.093,-10.192,-11.400,-12.627,-13.890,-15.268,-16.748,-18.175,-19.590,-21.114,-22.690,-24.325,-26.067,10000,10000,-4.9940000000000015
1182,2018-08-02 19:08:31,11,29.100,75.300,999.400,11.9,0,6.238,0.103,2.923,29.100,28.555,28.127,27.695,27.296,26.956,26.654,26.332,25.951,25.642,25.207,24.648,23.999,23.462,22.918,22.355,21.664,21.026,20.392,19.893,19.315,18.717,18.074,17.470,16.950,16.194,15.099,13.850,12.672,11.557,10.396,9.282,8.070,6.728,5.399,3.972,2.629,1.325,0.094,-1.250,-2.505,-3.755,-5.105,-6.575,-7.997,-9.386,-10.490,-11.663,-12.847,-14.106,-15.470,-16.897,-18.267,-19.583,-20.996,-22.518,-24.149,-25.777,10000,10000,-4.636999999999999
1186,2018-08-02 19:12:24,11,29.200,74.900,999.400,16.76,0,6.240,0.171,1.912,29.200,28.651,28.205,27.769,27.367,27.003,26.684,26.349,25.970,25.644,25.218,24.636,23.984,23.420,22.866,22.296,21.626,20.971,20.313,19.796,19.218,18.633,17.984,17.363,16.847,16.104,15.006,13.732,12.577,11.474,10.357,9.235,8.025,6.694,5.390,3.986,2.684,1.398,0.150,-1.186,-2.409,-3.606,-4.919,-6.339,-7.748,-9.112,-10.219,-11.362,-12.513,-13.768,-15.107,-16.498,-17.825,-19.157,-20.577,-22.084,-23.675,-25.337,10000,10000,-4.629999999999999
1190,2018-08-02 19:16:17,11,29.200,74.800,999.400,13.04,0,6.254,0.096,2.914,29.200,28.814,28.461,28.082,27.741,27.443,27.181,26.900,26.590,26.329,25.973,25.506,24.954,24.485,24.027,23.536,22.924,22.360,21.804,21.323,20.762,20.177,19.560,18.963,18.434,17.630,16.466,15.136,13.859,12.610,11.315,10.097,8.791,7.378,5.983,4.516,3.129,1.798,0.555,-0.776,-2.040,-3.303,-4.652,-6.120,-7.570,-8.963,-10.061,-11.269,-12.499,-13.764,-15.150,-16.631,-18.068,-19.483,-21.025,-22.613,-24.267,-26.006,10000,10000,-5.02
1194,2018-08-02 19:20:10,11,29.100,75.100,999.400,13.28,0,6.272,0.094,2.729,29.100,28.627,28.237,27.831,27.459,27.145,26.864,26.563,26.214,25.933,25.533,25.023,24.417,23.913,23.406,22.874,22.212,21.610,21.017,20.528,19.953,19.356,18.723,18.127,17.599,16.816,15.686,14.404,13.178,11.998,10.761,9.595,8.342,6.969,5.604,4.149,2.773,1.450,0.224,-1.119,-2.385,-3.658,-5.012,-6.500,-7.939,-9.343,-10.444,-11.647,-12.863,-14.130,-15.512,-16.971,-18.384,-19.744,-21.218,-22.773,-24.423,-26.094,10000,10000,-4.818
1198,2018-08-02 19:24:03,11,29.100,74.900,999.300,23.69,0,6.315,0.133,1.087,29.100,28.838,28.536,28.204,27.919,27.653,27.413,27.158,26.909,26.685,26.392,25.982,25.489,25.037,24.624,24.171,23.615,23.087,22.570,22.082,21.506,20.933,20.311,19.700,19.139,18.292,17.037,15.626,14.313,12.973,11.579,10.250,8.873,7.414,6.018,4.540,3.137,1.791,0.558,-0.742,-1.972,-3.212,-4.534,-6.008,-7.477,-8.864,-9.942,-11.199,-12.478,-13.742,-15.116,-16.613,-18.113,-19.622,-21.283,-22.900,-24.539,-26.358,10000,10000,-5.319000000000001
1202,2018-08-02 19:27:56,11,29.100,74.900,999.400,21.75,0,6.373,0.100,1.199,29.100,28.640,28.246,27.837,27.471,27.145,26.862,26.558,26.223,25.937,25.557,25.047,24.459,23.963,23.474,22.961,22.330,21.744,21.163,20.682,20.127,19.543,18.927,18.329,17.811,17.037,15.924,14.639,13.401,12.218,11.002,9.845,8.577,7.206,5.843,4.401,3.046,1.741,0.498,-0.841,-2.094,-3.333,-4.667,-6.102,-7.534,-8.910,-10.014,-11.185,-12.378,-13.627,-14.993,-16.445,-17.838,-19.209,-20.688,-22.243,-23.874,-25.579,10000,10000,-4.818999999999999
1206,2018-08-02 19:31:49,11,29.200,74.600,999.400,19.17,0,6.324,0.098,2.098,29.200,29.056,28.823,28.530,28.280,28.059,27.854,27.635,27.424,27.247,27.003,26.677,26.263,25.890,25.548,25.160,24.662,24.212,23.780,23.337,22.799,22.241,21.659,21.085,20.535,19.669,18.396,16.969,15.571,14.130,12.604,11.204,9.750,8.236,6.759,5.220,3.736,2.355,1.124,-0.178,-1.438,-2.724,-4.072,-5.571,-7.059,-8.467,-9.535,-10.826,-12.154,-13.430,-14.856,-16.424,-18.007,-19.573,-21.346,-23.042,-24.756,-26.637,10000,10000,-5.539
1210,2018-08-02 19:35:42,11,29.100,74.500,999.300,14.99,0,6.290,0.149,2.399,29.100,28.679,28.303,27.916,27.573,27.258,26.979,26.684,26.368,26.093,25.726,25.226,24.640,24.125,23.638,23.114,22.482,21.877,21.287,20.778,20.186,19.592,18.949,18.332,17.783,16.972,15.786,14.447,13.222,12.005,10.749,9.532,8.253,6.862,5.506,4.060,2.710,1.395,0.156,-1.160,-2.389,-3.614,-4.939,-6.402,-7.855,-9.239,-10.331,-11.542,-12.767,-14.035,-15.394,-16.837,-18.255,-19.679,-21.214,-22.766,-24.373,-26.108,10000,10000,-4.9670000000000005
1214,2018-08-02 19:39:35,11,29.200,73.700,999.300,24.18,0,6.564,0.181,0.880,29.200,28.828,28.465,28.086,27.755,27.442,27.171,26.882,26.591,26.326,26.001,25.538,25.010,24.537,24.089,23.618,23.049,22.505,21.963,21.487,20.945,20.382,19.775,19.172,18.647,17.853,16.694,15.357,14.077,12.825,11.551,10.317,8.981,7.581,6.213,4.764,3.397,2.089,0.840,-0.482,-1.711,-2.915,-4.217,-5.609,-7.034,-8.381,-9.476,-10.645,-11.848,-13.082,-14.435,-15.891,-17.310,-18.743,-20.310,-21.891,-23.514,-25.298,10000,10000,-5.028000000000002
1218,2018-08-02 19:43:28,11,29.100,74.700,999.400,23.83,0,0.801,6.404,0.931,29.100,28.908,28.608,28.350,28.106,27.795,27.318,26.804,26.302,26.347,26.355,25.810,25.286,24.668,24.075,23.287,23.148,22.579,21.947,21.430,20.940,20.593,19.766,18.935,18.285,17.658,16.444,15.024,14.210,12.946,11.578,9.659,8.005,6.912,5.768,3.872,2.146,0.668,-0.689,-2.077,-2.442,-3.104,-3.830,-5.363,-6.680,-8.411,-9.085,-9.983,-11.136,-12.893,-14.394,-15.465,-17.035,-18.624,-20.475,-21.408,-22.697,-25.086,10000,10000,-4.7120000000000015
1222,2018-08-02 19:47:21,11,28.700,76.900,999.200,25.3,1,10.918,3.516,0.814,28.700,28.707,28.490,28.284,28.123,27.861,27.466,27.034,26.685,26.738,26.781,26.326,25.904,25.369,24.880,24.224,24.085,23.585,23.017,22.484,21.991,21.633,20.857,20.035,19.377,18.672,17.333,15.770,14.775,13.414,11.964,10.015,8.285,7.072,5.914,4.110,2.401,0.950,-0.386,-1.724,-2.234,-2.941,-3.739,-5.214,-6.567,-8.212,-8.981,-9.982,-11.180,-12.812,-14.285,-15.482,-17.101,-18.772,-20.725,-21.810,-23.127,-25.578,10000,10000,-5.258000000000001
1226,2018-08-02 19:51:14,11,28.000,82.600,999.400,20.52,1,6.605,0.250,1.357,28.000,27.602,27.224,26.850,26.553,26.249,25.958,25.656,25.369,25.151,24.837,24.323,23.769,23.276,22.840,22.384,21.884,21.348,20.784,20.318,19.786,19.267,18.643,18.012,17.465,16.728,15.565,14.219,13.044,11.888,10.674,9.433,8.158,6.816,5.558,4.158,2.820,1.538,0.330,-0.937,-2.056,-3.174,-4.472,-5.911,-7.300,-8.646,-9.728,-10.919,-12.090,-13.346,-14.692,-16.137,-17.543,-18.953,-20.488,-22.006,-23.594,-25.403,10000,10000,-4.840000000000002
1230,2018-08-02 19:55:07,11,28.300,80.900,999.400,19.2,0,6.446,0.152,1.639,28.300,27.903,27.536,27.156,26.846,26.549,26.275,25.983,25.689,25.458,25.127,24.625,24.065,23.582,23.141,22.671,22.120,21.571,21.011,20.542,19.993,19.441,18.818,18.202,17.660,16.894,15.731,14.398,13.194,12.011,10.769,9.551,8.275,6.908,5.601,4.181,2.834,1.535,0.320,-0.970,-2.145,-3.327,-4.649,-6.118,-7.544,-8.920,-10.008,-11.222,-12.419,-13.681,-15.041,-16.511,-17.935,-19.344,-20.868,-22.412,-24.026,-25.790,10000,10000,-4.882999999999999
1234,2018-08-02 19:59:00,11,28.500,79.400,999.300,21.99,0,6.220,0.411,1.536,28.500,28.357,28.108,27.837,27.608,27.374,27.118,26.873,26.658,26.515,26.310,25.949,25.535,25.116,24.776,24.407,24.026,23.574,23.126,22.691,22.169,21.668,21.061,20.451,19.892,19.086,17.773,16.289,15.019,13.636,12.144,10.655,9.239,7.791,6.451,4.943,3.488,2.125,0.916,-0.295,-1.369,-2.475,-3.765,-5.211,-6.621,-7.971,-9.005,-10.257,-11.507,-12.818,-14.247,-15.728,-17.232,-18.800,-20.633,-22.260,-23.931,-25.931,10000,10000,-5.449999999999999
1238,2018-08-02 20:02:53,11,28.600,78.200,999.400,21.76,0,6.380,0.118,1.541,28.600,28.476,28.241,27.957,27.743,27.525,27.320,27.095,26.907,26.742,26.508,26.147,25.706,25.293,24.936,24.521,24.015,23.530,23.055,22.568,21.989,21.425,20.805,20.183,19.588,18.701,17.370,15.893,14.544,13.135,11.648,10.229,8.790,7.293,5.888,4.397,2.962,1.601,0.377,-0.901,-2.112,-3.348,-4.676,-6.199,-7.707,-9.123,-10.197,-11.525,-12.864,-14.147,-15.530,-17.082,-18.670,-20.264,-22.009,-23.644,-25.276,-27.176,10000,10000,-5.566000000000001
1242,2018-08-02 20:06:46,11,28.700,78.000,999.400,24.25,0,6.313,0.233,0.616,28.700,28.186,27.738,27.299,26.926,26.553,26.228,25.883,25.538,25.251,24.903,24.342,23.769,23.275,22.794,22.319,21.800,21.262,20.679,20.233,19.771,19.264,18.680,18.065,17.593,16.926,15.915,14.665,13.469,12.386,11.307,10.185,8.912,7.623,6.361,4.975,3.651,2.399,1.140,-0.184,-1.346,-2.453,-3.730,-5.019,-6.356,-7.646,-8.767,-9.810,-10.875,-12.068,-13.403,-14.816,-16.116,-17.413,-18.823,-20.312,-21.899,-23.672,10000,10000,-4.539999999999999
1246,2018-08-02 20:10:39,11,28.700,77.600,999.200,14.43,0,6.413,0.159,2.511,28.700,28.308,27.948,27.572,27.255,26.963,26.697,26.411,26.116,25.871,25.525,25.036,24.470,23.980,23.523,23.028,22.431,21.860,21.291,20.794,20.215,19.638,19.003,18.383,17.827,17.022,15.827,14.482,13.253,12.034,10.761,9.532,8.242,6.849,5.511,4.077,2.716,1.405,0.183,-1.122,-2.335,-3.553,-4.882,-6.368,-7.817,-9.204,-10.287,-11.518,-12.753,-14.016,-15.373,-16.839,-18.287,-19.716,-21.261,-22.818,-24.435,-26.181,10000,10000,-4.987999999999998
1250,2018-08-02 20:14:32,11,28.800,76.900,999.400,21.26,0,6.434,0.290,1.393,28.800,28.432,28.073,27.718,27.397,27.090,26.791,26.495,26.194,25.962,25.655,25.184,24.658,24.167,23.726,23.268,22.773,22.236,21.696,21.229,20.695,20.170,19.546,18.929,18.394,17.635,16.439,15.064,13.859,12.628,11.337,10.023,8.706,7.331,6.029,4.576,3.194,1.871,0.645,-0.618,-1.743,-2.872,-4.163,-5.572,-6.965,-8.305,-9.372,-10.544,-11.723,-13.000,-14.387,-15.813,-17.210,-18.645,-20.271,-21.832,-23.464,-25.304,10000,10000,-5.0070000000000014
1254,2018-08-02 20:18:25,11,28.900,77.400,999.400,15.18,0,6.329,0.311,2.570,28.900,28.534,28.186,27.834,27.506,27.210,26.912,26.624,26.311,26.093,25.784,25.337,24.822,24.355,23.932,23.502,23.028,22.512,22.001,21.571,21.056,20.537,19.928,19.335,18.810,18.061,16.877,15.519,14.306,13.060,11.724,10.401,9.088,7.708,6.383,4.899,3.486,2.151,0.939,-0.319,-1.433,-2.566,-3.880,-5.309,-6.690,-8.026,-9.077,-10.247,-11.425,-12.713,-14.130,-15.566,-16.968,-18.387,-20.033,-21.614,-23.293,-25.126,10000,10000,-5.0009999999999994
1258,2018-08-02 20:22:18,11,28.900,77.300,999.400,18.3,0,6.606,0.362,1.802,28.900,28.461,28.064,27.686,27.334,27.002,26.671,26.347,26.003,25.752,25.414,24.893,24.325,23.793,23.302,22.803,22.296,21.718,21.125,20.643,20.106,19.586,18.942,18.309,17.783,17.059,15.890,14.531,13.387,12.216,10.988,9.697,8.421,7.088,5.827,4.388,3.023,1.707,0.472,-0.798,-1.898,-2.994,-4.273,-5.672,-7.041,-8.379,-9.445,-10.582,-11.723,-13.015,-14.399,-15.779,-17.127,-18.516,-20.085,-21.597,-23.215,-25.033,10000,10000,-4.843000000000002
1262,2018-08-02 20:26:11,11,28.800,77.000,999.300,25.07,0,6.462,0.255,0.778,28.800,28.568,28.288,27.982,27.716,27.469,27.221,26.973,26.731,26.542,26.274,25.885,25.416,24.973,24.594,24.175,23.689,23.187,22.705,22.243,21.679,21.131,20.511,19.907,19.342,18.504,17.205,15.767,14.494,13.134,11.679,10.276,8.903,7.445,6.070,4.573,3.150,1.790,0.582,-0.667,-1.820,-3.011,-4.330,-5.825,-7.277,-8.658,-9.704,-10.981,-12.262,-13.564,-14.972,-16.459,-17.967,-19.506,-21.262,-22.897,-24.569,-26.441,10000,10000,-5.370000000000001
1266,2018-08-02 20:30:04,11,28.900,77.400,999.300,24.03,0,5.884,1.225,0.883,28.900,28.649,28.316,28.028,27.756,27.436,27.026,26.618,26.245,26.159,26.022,25.507,25.016,24.460,23.939,23.349,23.087,22.542,21.938,21.419,20.937,20.534,19.818,19.064,18.482,17.829,16.597,15.112,14.074,12.865,11.578,9.925,8.422,7.197,6.050,4.441,2.872,1.472,0.158,-1.123,-1.881,-2.719,-3.756,-5.133,-6.448,-7.905,-8.840,-9.842,-10.939,-12.402,-13.872,-15.144,-16.550,-18.014,-19.757,-21.040,-22.516,-24.694,10000,10000,-4.964
1270,2018-08-02 20:33:57,11,28.900,76.600,999.100,8.54,0,6.408,0.098,3.919,28.900,28.514,28.171,27.791,27.457,27.176,26.924,26.655,26.351,26.120,25.785,25.352,24.839,24.431,24.033,23.617,23.074,22.591,22.107,21.699,21.202,20.653,20.077,19.519,19.023,18.259,17.151,15.876,14.578,13.323,11.999,10.799,9.491,8.084,6.673,5.188,3.771,2.446,1.234,-0.085,-1.327,-2.585,-3.948,-5.411,-6.824,-8.194,-9.266,-10.452,-11.662,-12.911,-14.323,-15.831,-17.277,-18.663,-20.228,-21.849,-23.566,-25.317,10000,10000,-4.936
1274,2018-08-02 20:37:50,11,28.900,76.300,999.300,14.21,0,6.403,0.129,2.655,28.900,28.592,28.264,27.913,27.621,27.338,27.085,26.814,26.552,26.316,26.006,25.552,25.027,24.550,24.119,23.639,23.067,22.508,21.957,21.452,20.868,20.287,19.656,19.031,18.473,17.637,16.397,14.995,13.725,12.434,11.101,9.815,8.482,7.051,5.679,4.228,2.864,1.536,0.290,-1.007,-2.225,-3.446,-4.763,-6.232,-7.704,-9.097,-10.185,-11.434,-12.689,-13.965,-15.327,-16.805,-18.270,-19.766,-21.383,-22.969,-24.579,-26.393,10000,10000,-5.203000000000001
1278,2018-08-02 20:41:43,11,28.900,76.100,999.100,17.43,0,6.337,0.200,1.917,28.900,28.385,27.963,27.542,27.166,26.831,26.528,26.211,25.858,25.572,25.185,24.655,24.055,23.548,23.063,22.565,21.971,21.395,20.819,20.361,19.825,19.264,18.650,18.058,17.553,16.813,15.720,14.461,13.279,12.132,10.938,9.788,8.557,7.218,5.894,4.465,3.124,1.831,0.608,-0.703,-1.895,-3.086,-4.408,-5.832,-7.221,-8.570,-9.650,-10.802,-11.964,-13.218,-14.580,-16.000,-17.362,-18.708,-20.196,-21.738,-23.381,-25.087,10000,10000,-4.680999999999999
